# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "Caulerpa_racemosa_v2.gtf" "-G" "/bigdata/stajichlab/shared/projects/Caulerpa/annotation/filtered_annotate/v2/v2/Caulerpa_racemosa_v2.scaffolds.fa" "-T" "16" "-o" "results/STAR/Caulerpa_racemosa_v2.featureCounts.tsv" "-g" "gene_id" "-J" "-F" "GTF" "results/STAR/Caulerpa_racemosa_v2.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/STAR/Caulerpa_racemosa_v2.Aligned.sortedByCoord.out.bam
CRAC_004666-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	546737;547294;547470;548692;549344;549479;549662	547253;547424;548547;549301;549437;549615;549820	-;-;-;-;-;-;-	2726	38
CRAC_004667-T1	scaffold_9;scaffold_9;scaffold_9	549904;554879;555344	554830;555301;555658	+;+;+	5665	0
CRAC_004668-T1	scaffold_9;scaffold_9;scaffold_9	556445;556812;556972	556762;556867;557050	-;-;-	453	0
CRAC_004669-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	557580;558302;558612;558930;559243;559556;559873;560182;560455;560754;561018	558254;558568;558881;559196;559509;559822;560139;560403;560673;560881;561147	-;-;-;-;-;-;-;-;-;-;-	2979	0
CRAC_004669-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	557580;558302;558612;558930;559243;559556;559873;560182;560455	558254;558568;558881;559196;559509;559822;560139;560403;560993	-;-;-;-;-;-;-;-;-	3041	0
CRAC_004669-T3	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	557726;558930;559556;559873;560182;560455;560754;561018	558881;559509;559822;560139;560403;560673;560881;561143	-;-;-;-;-;-;-;-	2965	0
CRAC_004670-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	561655;562201;562511;562785;563056	562149;562467;562732;563003;563914	-;-;-;-;-	2062	0
CRAC_004671-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	564019;564638;564948;565266;565579;565892;566207;566517;566790;567062;567321	564590;564904;565217;565532;565845;566158;566473;566738;567008;567189;567446	-;-;-;-;-;-;-;-;-;-;-	2872	0
CRAC_004671-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	564019;564638;564948;565266;565579;565892;566207;566517;566790;567062	564590;564904;565217;565532;565845;566158;566473;566738;567008;567300	-;-;-;-;-;-;-;-;-;-	2857	0
CRAC_004672-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	567852;568406;568680;568952;569218	568362;568627;568898;569079;569359	-;-;-;-;-	1222	0
CRAC_004673-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	569729;569950;570156;570308;570601	569855;570112;570237;570544;570768	+;+;+;+;+	777	0
CRAC_004674-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	570786;571063;571313;571662;572134;572295;572572;572845;573232;573544;573886;574106	571020;571256;571611;572082;572250;572527;572800;573184;573530;573840;574062;574471	+;+;+;+;+;+;+;+;+;+;+;+	3207	0
CRAC_004675-T1	scaffold_9;scaffold_9	574627;575590	575547;576519	-;-	1851	0
CRAC_004676-T1	scaffold_9	577557	577826	-	270	0
CRAC_004677-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	578660;578743;578859;579015;579126;579255;579421;579533;579709	578695;578814;578976;579085;579210;579372;579490;579664;579822	+;+;+;+;+;+;+;+;+	816	0
CRAC_004678-T1	scaffold_9;scaffold_9;scaffold_9	579872;580511;580957	580465;580912;581544	-;-;-	1584	0
CRAC_004679-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	581670;581891;582085;582200	581835;582028;582156;582527	+;+;+;+	704	0
CRAC_004680-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	582527;582945;583122;583393	582839;583069;583349;584073	+;+;+;+	1347	0
CRAC_004680-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	582527;582945;583122;583393;583664	582839;583069;583349;583614;584073	+;+;+;+;+	1298	0
CRAC_004681-T1	scaffold_9;scaffold_9;scaffold_9	584108;584998;585270	584956;585219;585648	+;+;+	1450	0
CRAC_004682-T1	scaffold_9;scaffold_9	585957;586633	586620;587225	+;+	1257	0
CRAC_004683-T1	scaffold_9;scaffold_9;scaffold_9	587517;587647;587792	587597;587753;587906	-;-;-	303	0
CRAC_004684-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	588277;588696;588873;589065;589226;589372;589496;590241	588652;588825;589025;589181;589330;589444;590196;591016	+;+;+;+;+;+;+;+	2431	4
CRAC_004685-T1	scaffold_9;scaffold_9	591076;592872	592819;593483	-;-	2356	0
CRAC_004686-T1	scaffold_9;scaffold_9	593770;594891	594649;594982	-;-	972	0
CRAC_004687-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	595175;595830;596016;596176	595785;595967;596123;596323	-;-;-;-	1005	0
CRAC_004688-T1	scaffold_9;scaffold_9	597948;599481	599407;599631	+;+	1611	34
CRAC_004689-T1	scaffold_9	600148	600979	+	832	0
CRAC_004690-T1	scaffold_9;scaffold_9	601632;601679	601655;602527	+;+	873	0
CRAC_004691-T1	scaffold_9	603213	604325	+	1113	0
CRAC_004692-T1	scaffold_9	605574	606429	+	856	0
CRAC_004693-T1	scaffold_9;scaffold_9	607383;608442	608397;608550	+;+	1124	0
CRAC_004694-T1	scaffold_9	608551	609740	+	1190	0
CRAC_004695-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	609512;609734;609961;610059;610238	609689;609911;610006;610184;610243	-;-;-;-;-	534	0
CRAC_004696-T1	scaffold_9;scaffold_9;scaffold_9	610366;610891;611747	610847;611697;612442	-;-;-	1985	0
CRAC_004697-T1	scaffold_9	612510	614030	+	1521	0
CRAC_004698-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	614121;614272;614364;614517;614633	614219;614315;614472;614588;614650	+;+;+;+;+	342	0
CRAC_004699-T1	scaffold_9;scaffold_9;scaffold_9	614900;615439;617260	615184;617216;617560	+;+;+	2364	0
CRAC_004699-T2	scaffold_9	615298	617166	+	1869	0
CRAC_004700-T1	scaffold_9;scaffold_9	617670;617826	617774;618089	+;+	369	0
CRAC_004701-T1	scaffold_9;scaffold_9	618579;619243	619173;619505	-;-	858	0
CRAC_004702-T1	scaffold_9	620742	621425	-	684	0
CRAC_004703-T1	scaffold_9;scaffold_9	621572;621858	621700;622460	-;-	732	0
CRAC_004704-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	622841;623199;623579;624018;624265;624527	623157;623539;623971;624221;624485;624827	+;+;+;+;+;+	1777	0
CRAC_004705-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	624819;625139;625283;625464;625609;625838;626009	625087;625239;625421;625558;625794;625957;626097	-;-;-;-;-;-;-	999	0
CRAC_004706-T1	scaffold_9	626127	629465	+	3339	0
CRAC_004707-T1	scaffold_9;scaffold_9	629535;629652	629608;632438	+;+	2861	0
CRAC_004708-T1	scaffold_9;scaffold_9	632578;634172	634128;634261	-;-	1641	0
CRAC_004709-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	634487;635033;635194;635542;635661	634990;635146;635493;635617;635914	-;-;-;-;-	1248	0
CRAC_004710-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	636000;636204;636507;636750;636842;636927	636160;636461;636703;636797;636884;637263	-;-;-;-;-;-	1044	0
CRAC_004711-T1	scaffold_9;scaffold_9;scaffold_9	637335;638255;638947	638212;638897;639278	-;-;-	1853	0
CRAC_004712-T1	scaffold_9;scaffold_9	639465;639623	639604;639899	-;-	417	0
CRAC_004713-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	639986;640209;640384;640559	640168;640339;640517;640836	+;+;+;+	726	0
CRAC_004714-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	641051;641765;642004;642388;642573;642852;643075	641722;641956;642348;642532;642806;643027;643290	-;-;-;-;-;-;-	1980	0
CRAC_004715-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	643859;644481;644741;644920;645172;645776;646027	644422;644694;644870;645120;645724;645980;647603	+;+;+;+;+;+;+	3444	0
CRAC_004716-T1	scaffold_9;scaffold_9	647659;647773	647733;649734	+;+	2037	0
CRAC_004717-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	649962;650124;650357;652758	650068;650310;652684;653018	+;+;+;+	2883	0
CRAC_004718-T1	scaffold_9;scaffold_9	653755;653793	653769;654833	+;+	1056	0
CRAC_004719-T1	scaffold_9;scaffold_9	655427;656891	656832;657140	-;-	1656	0
CRAC_004720-T1	scaffold_9;scaffold_9	657758;658236	658137;658404	+;+	549	0
CRAC_004721-T1	scaffold_9	658892	659269	+	378	0
CRAC_004722-T1	scaffold_9	659961	661180	+	1220	0
CRAC_004723-T1	scaffold_9;scaffold_9	661216;662001	661958;663288	+;+	2031	0
CRAC_004724-T1	scaffold_9	663509	666345	+	2837	0
CRAC_004725-T1	scaffold_9	666441	667553	+	1113	0
CRAC_004726-T1	scaffold_9	670670	671383	-	714	0
CRAC_004727-T1	scaffold_9;scaffold_9;scaffold_9	672990;674400;674660	674331;674607;674707	-;-;-	1598	0
CRAC_004728-T1	scaffold_9;scaffold_9;scaffold_9	683312;685388;685569	685341;685517;686460	-;-;-	3052	0
CRAC_004729-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	687341;688013;689427;689975;690467;690635;690946;691169	687965;689375;689925;690424;690589;690923;691105;691292	-;-;-;-;-;-;-;-	3633	0
CRAC_004730-T1	scaffold_9;scaffold_9	691431;693000	692957;693517	-;-	2045	0
CRAC_004731-T1	scaffold_9;scaffold_9	694465;698235	698192;698668	-;-	4162	0
CRAC_004732-T1	scaffold_9;scaffold_9;scaffold_9	698929;699077;700561	699031;700515;703937	+;+;+	4919	0
CRAC_004732-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9	698929;699077;700561;702978	699031;700515;702936;703937	+;+;+;+	4878	0
CRAC_004733-T1	scaffold_9;scaffold_9;scaffold_9	703996;704203;704344	704149;704287;704781	+;+;+	677	0
CRAC_004733-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9	703996;704203;704344;704604	704149;704287;704556;704781	+;+;+;+	630	0
CRAC_004734-T1	scaffold_9	704984	705955	+	972	2
CRAC_004735-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	706133;706334;706600;706876	706216;706549;706827;706980	-;-;-;-	633	0
CRAC_004736-T1	scaffold_9	707178	709286	+	2109	0
CRAC_004737-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	708441;708639;708923;709081;709329;709445	708591;708883;709027;709284;709401;709620	-;-;-;-;-;-	954	0
CRAC_004739-T1	scaffold_9	710171	713310	-	3140	0
CRAC_004738-T1	scaffold_9;scaffold_9;scaffold_9	710189;710858;710999	710824;710947;711697	+;+;+	1425	0
CRAC_004740-T1	scaffold_9;scaffold_9	713509;713720	713652;714139	+;+	564	0
CRAC_004741-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	714509;714621;714842;715218	714572;714823;715174;715289	-;-;-;-	672	0
CRAC_004742-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	715407;716435;717727;718483	716386;717685;718423;718606	-;-;-;-	3052	0
CRAC_004742-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	715407;716435;717727;718001;718239	716386;717685;717948;718195;718606	-;-;-;-;-	3016	0
CRAC_004743-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	718587;719689;719806;719928	719642;719759;719877;719992	-;-;-;-	1264	0
CRAC_004744-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	719993;720135;720423;720632;720834	720086;720377;720588;720786;721328	+;+;+;+;+	1153	0
CRAC_004745-T1	scaffold_9;scaffold_9	721313;721490	721438;722961	+;+	1598	0
CRAC_004656-T1	scaffold_9	723353	723425	+	73	0
CRAC_004747-T1	scaffold_9;scaffold_9;scaffold_9	723433;723804;724135	723763;724094;724621	-;-;-	1109	0
CRAC_004748-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	724642;724841;725214;725422;725634;725849	724794;725166;725380;725591;725806;726000	+;+;+;+;+;+	1141	0
CRAC_004749-T1	scaffold_9	725994	726522	+	529	2
CRAC_004750-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	728722;729579;729810;730062;730203	729459;729765;730015;730157;730274	-;-;-;-;-	1299	0
CRAC_004751-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	730524;730595;730717;731212;731416	730549;730664;731169;731375;733219	+;+;+;+;+	2517	8
CRAC_004752-T1	scaffold_9;scaffold_9;scaffold_9	732826;733031;733355	732998;733300;733442	-;-;-	531	1
CRAC_004753-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	733783;734232;734441;734547;734667	734175;734392;734489;734617;734950	+;+;+;+;+	958	1
CRAC_004754-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	734667;736045;736598;736716;736836;736940;737057	735990;736549;736668;736792;736892;737012;737241	-;-;-;-;-;-;-	2292	0
CRAC_004755-T1	scaffold_9;scaffold_9	737430;737632	737590;738565	+;+	1095	0
CRAC_004756-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	740365;740485;740630;740740	740440;740588;740701;740820	+;+;+;+	333	0
CRAC_004757-T1	scaffold_9;scaffold_9;scaffold_9	740879;741445;741606	741403;741563;741651	-;-;-	690	0
CRAC_004758-T1	scaffold_9;scaffold_9	741701;741938	741889;743018	+;+	1270	0
CRAC_004759-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	743019;744152;744381;744641;745419;746073;746258;746969	744100;744334;744591;745369;746018;746193;746365;747040	-;-;-;-;-;-;-;-	3106	0
CRAC_004759-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	743019;744152;744381;744641;745419;746073;746258;746523	744100;744334;744591;745369;746018;746193;746365;747040	-;-;-;-;-;-;-;-	3552	0
CRAC_004760-T1	scaffold_9;scaffold_9;scaffold_9	747040;747653;747810	747608;747768;750207	+;+;+	3083	0
CRAC_004761-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	752141;752276;752373;752588;752822;753022;753214;753397;753660;753837;754000;754183;754356;754583;754677;754817;755020;755238;755593	752179;752323;752546;752775;752975;753171;753345;753618;753788;753953;754131;754307;754539;754630;754769;754976;755194;755548;755705	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2694	0
CRAC_004762-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	756816;757418;757596;757933;758208;758424;758581	757373;757555;757890;758164;758376;758533;759691	+;+;+;+;+;+;+	2613	0
CRAC_004762-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	756816;757103;757418;757596;757933;758208;758581	757058;757373;757555;757890;758164;758533;759691	+;+;+;+;+;+;+	2616	0
CRAC_004762-T3	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	757059;757596;757933;758208;758424;758581	757555;757890;758164;758376;758533;759691	+;+;+;+;+;+	2414	0
CRAC_004763-T1	scaffold_9	759046	759615	-	570	0
CRAC_004764-T1	scaffold_9;scaffold_9;scaffold_9	759841;760819;761031	760781;760982;761254	+;+;+	1329	0
CRAC_004764-T2	scaffold_9;scaffold_9	759841;760268	760224;761254	+;+	1371	0
CRAC_004764-T3	scaffold_9;scaffold_9;scaffold_9;scaffold_9	759841;760268;760819;761031	760224;760781;760982;761254	+;+;+;+	1286	0
CRAC_004765-T1	scaffold_9;scaffold_9	761387;761496	761464;762731	-;-	1314	0
CRAC_004766-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	762891;767006;767213;770743	766958;767169;770690;771204	-;-;-;-	8172	2
CRAC_004767-T1	scaffold_9	771791	772486	+	696	0
CRAC_004768-T1	scaffold_9	772727	773617	+	891	0
CRAC_004769-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	773638;774081;774316;774507;774812;775446;775814	774040;774263;774462;774764;775401;775769;776045	+;+;+;+;+;+;+	2137	2
CRAC_004770-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	776122;776285;776581;776777;777009;777511	776245;776537;776728;776961;777456;777693	+;+;+;+;+;+	1341	0
CRAC_004771-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	779188;779384;779556;779679;779817;779961;780216;780396;780676;780822;781019	779334;779509;779628;779770;779919;780171;780344;780618;780773;780969;781153	+;+;+;+;+;+;+;+;+;+;+	1485	0
CRAC_004772-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	782801;782995;783167;783447;783593;783789	782949;783123;783389;783544;783740;783923	+;+;+;+;+;+	882	0
CRAC_004773-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	787105;787468;787634;787757;787895;788039;788294;788466;788746;788892;789085	787419;787590;787706;787848;787997;788249;788422;788688;788843;789039;789470	+;+;+;+;+;+;+;+;+;+;+	1901	50
CRAC_004774-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	790794;790899;791179;791325;791521	790855;791121;791276;791472;791655	+;+;+;+;+	666	0
CRAC_004775-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	792513;792642;792857;793025;793148;793286;793430;793686;793858;794137;794282;794480	792597;792811;792979;793097;793239;793388;793640;793814;794080;794234;794429;794854	+;+;+;+;+;+;+;+;+;+;+;+	1830	0
CRAC_004775-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	792527;792857;793025;793148;793286;793430;793686;793858;794137;794480	792811;792979;793097;793239;793388;793640;793814;794080;794429;794854	+;+;+;+;+;+;+;+;+;+	1907	0
CRAC_004776-T1	scaffold_9	794910	795686	+	777	0
CRAC_004777-T1	scaffold_9;scaffold_9	795724;797593	797547;797787	+;+	2019	0
CRAC_004778-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	799129;800274;801251;801483	800219;801194;801300;801704	-;-;-;-	2284	0
CRAC_004778-T2	scaffold_9;scaffold_9;scaffold_9	799129;800274;801251	800219;801194;801704	-;-;-	2466	0
CRAC_004779-T1	scaffold_9;scaffold_9;scaffold_9	802149;802280;802773	802231;802728;803327	+;+;+	1087	0
CRAC_004779-T2	scaffold_9;scaffold_9	802169;802773	802728;803323	+;+	1111	0
CRAC_004780-T1	scaffold_9;scaffold_9;scaffold_9	803446;803961;804341	803920;804293;805756	+;+;+	2224	32
CRAC_004781-T1	scaffold_9;scaffold_9	805721;806070	806024;806294	+;+	529	0
CRAC_004782-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	806283;806598;806952;807252;807493;807701	806553;806908;807199;807453;807660;807991	-;-;-;-;-;-	1491	0
CRAC_004783-T1	scaffold_9	808018	809172	-	1155	0
CRAC_004784-T1	scaffold_9;scaffold_9;scaffold_9	809197;809628;809796	809576;809745;810329	+;+;+	1032	0
CRAC_004785-T1	scaffold_9	810080	811626	-	1547	0
CRAC_004786-T1	scaffold_9	812656	814059	-	1404	0
CRAC_004787-T1	scaffold_9;scaffold_9	814410;815099	815057;815236	-;-	786	0
CRAC_004788-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	815280;815373;815523;815753;815915;816440;816972;817150;818004;818164;818375;818717	815328;815471;815713;815870;816394;816931;817105;817957;818120;818321;818672;819042	+;+;+;+;+;+;+;+;+;+;+;+	3270	0
CRAC_004789-T1	scaffold_9;scaffold_9;scaffold_9	819262;819424;819689	819378;819649;820023	+;+;+	678	0
CRAC_004790-T1	scaffold_9;scaffold_9	820476;821081	821038;821297	+;+	780	0
CRAC_004791-T1	scaffold_9	821375	822472	-	1098	0
CRAC_004792-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	822762;823087;823272;823421;823814;824063;824312;824426;824559	823044;823231;823372;823772;824024;824254;824384;824515;825018	-;-;-;-;-;-;-;-;-	1907	0
CRAC_004792-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	822762;823087;823272;823814;824063;824312;824426;824559	823044;823231;823772;824024;824254;824384;824515;825018	-;-;-;-;-;-;-;-	1955	0
CRAC_004793-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	824689;825751;826114;826454;826674;826929;827249;827475;827617;827971;828126;828310	825711;826069;826410;826629;826884;827204;827431;827570;827927;828084;828263;828381	+;+;+;+;+;+;+;+;+;+;+;+	3216	0
CRAC_004794-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	828585;828888;829076;829280;829504;829713;829861;830068;830280;830674	828830;829025;829223;829462;829661;829815;829999;830235;830630;831019	+;+;+;+;+;+;+;+;+;+	1980	0
CRAC_004795-T1	scaffold_9;scaffold_9;scaffold_9	831886;832544;832669	832502;832626;832721	-;-;-	753	0
CRAC_004796-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	834130;834527;834732;834959;835264	834447;834680;834836;835131;835326	-;-;-;-;-	813	1
CRAC_004797-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	835680;835902;836050;836164;836295;836398;836604;836808;836975	835854;836001;836118;836254;836354;836572;836761;836927;837415	+;+;+;+;+;+;+;+;+	1389	0
CRAC_004798-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	837572;837869;838033;838550	837826;837988;838500;838846	-;-;-;-	1140	2
CRAC_004799-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	838874;839385;839510;839729	839336;839465;839686;840087	+;+;+;+	1080	0
CRAC_004800-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	840001;841499;841885;842049;842214;842493	841447;841840;841998;842171;842363;842883	-;-;-;-;-;-	2567	0
CRAC_004801-T1	scaffold_9;scaffold_9	842884;843484	843442;844353	+;+	1429	0
CRAC_004801-T2	scaffold_9;scaffold_9	842884;843182	843131;844353	+;+	1420	0
CRAC_004801-T3	scaffold_9;scaffold_9;scaffold_9	842884;843182;843484	843131;843442;844353	+;+;+	1379	0
CRAC_004802-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	844337;844585;844807;844923	844538;844764;844884;845196	-;-;-;-	734	0
CRAC_004803-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	845357;845998;846353;846987;847067	845957;846305;846942;847029;847383	-;-;-;-;-	1859	0
CRAC_004804-T1	scaffold_9	847637	849021	-	1385	0
CRAC_004805-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	849836;850169;850373;850934;851101;851387;851639	849938;850325;850889;851057;851342;851594;852051	+;+;+;+;+;+;+	1764	0
CRAC_004806-T1	scaffold_9;scaffold_9	852070;852343	852299;853063	+;+	951	0
CRAC_004807-T1	scaffold_9;scaffold_9	853108;853367	853314;854505	+;+	1346	0
CRAC_004808-T1	scaffold_9;scaffold_9	853726;854185	854171;854956	-;-	1218	1
CRAC_004809-T1	scaffold_9	855055	857003	-	1949	1
CRAC_004810-T1	scaffold_9	857444	859164	-	1721	0
