# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "Caulerpa_lentillifera_v2.gtf" "-G" "/bigdata/stajichlab/shared/projects/Caulerpa/annotation/filtered_annotate/v2/v2/Caulerpa_lentillifera_v2.scaffolds.fa" "-T" "16" "-o" "results/STAR/Caulerpa_lentillifera_v2.featureCounts.tsv" "-g" "gene_id" "-J" "-F" "GTF" "results/STAR/Caulerpa_lentillifera_v2.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/STAR/Caulerpa_lentillifera_v2.Aligned.sortedByCoord.out.bam
CLENT_010679-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	172089;172241;172400;178917;179107;179267	172187;172349;178872;179039;179220;179347	-;-;-;-;-;-	6999	5981
CLENT_010681-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	179396;180006;180222;180336;180554;180739;180893;181048;181304;181497;181620;181727;181890;182079	179961;180175;180285;180506;180678;180846;180996;181259;181453;181575;181676;181835;182022;182176	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2146	143
CLENT_010680-T1	scaffold_31;scaffold_31	179396;179534	179483;180743	+;+	1298	0
CLENT_010682-T1	scaffold_31;scaffold_31;scaffold_31	182331;182651;183023	182411;182969;183318	+;+;+	696	4221
CLENT_010683-T1	scaffold_31	184749	186167	-	1419	9516
CLENT_010684-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31	186319;186370;186508;186692	186321;186457;186632;186829	+;+;+;+	354	396
CLENT_010685-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	188228;188477;189073;189581;189968;190285;190425;190648;190971;191255;191632;191888	188422;189014;189503;189903;190226;190335;190594;190902;191192;191579;191838;191956	-;-;-;-;-;-;-;-;-;-;-;-	3045	1914
CLENT_010686-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	193003;193251;193555;193700;194035;194202	193197;193502;193656;193995;194155;194573	-;-;-;-;-;-	1338	2585
CLENT_010687-T1	scaffold_31	194802	196577	-	1776	4765
CLENT_010688-T1	scaffold_31	196742	197740	-	999	12606
CLENT_010689-T1	scaffold_31;scaffold_31	197765;198278	198232;198385	-;-	576	1044
CLENT_010690-T1	scaffold_31;scaffold_31;scaffold_31	198440;198635;198847	198576;198789;199363	+;+;+	809	11824
CLENT_010691-T1	scaffold_31;scaffold_31	199351;199975	199927;200272	-;-	875	7854
CLENT_010692-T1	scaffold_31;scaffold_31	200660;200780	200736;200903	-;-	201	130
CLENT_010693-T1	scaffold_31	201113	202168	-	1056	2087
CLENT_010694-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	202184;202377;202511;202616;202873;203072;203181;203304;203449;203572;203732;203860;204057;204264	202328;202451;202571;202818;203013;203130;203249;203401;203513;203682;203806;204003;204212;204546	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1685	654
CLENT_010695-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	204547;204709;204833;205041;205231	204660;204777;204994;205179;205321	-;-;-;-;-	575	0
CLENT_010695-T2	scaffold_31;scaffold_31;scaffold_31;scaffold_31	204547;204833;205041;205231	204777;204994;205179;205321	-;-;-;-	623	0
CLENT_010695-T3	scaffold_31;scaffold_31;scaffold_31	204547;205041;205231	204994;205179;205321	-;-;-	678	0
CLENT_010696-T1	scaffold_31	205330	205946	-	617	1019
CLENT_010697-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31	205968;206099;206319;206518	206049;206277;206462;206874	+;+;+;+	762	554
CLENT_010698-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	206887;207127;207262;207439;207615;207807	207077;207208;207399;207565;207760;208043	-;-;-;-;-;-	921	799
CLENT_010699-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	208862;210193;210489;210688;210843	210134;210443;210632;210792;210887	-;-;-;-;-	1818	7261
CLENT_011850-T1	scaffold_310	11	1165	+	1155	0
CLENT_011851-T1	scaffold_310;scaffold_310	1560;2083	2013;3746	+;+	2118	0
CLENT_011852-T1	scaffold_310	4587	5005	+	419	0
CLENT_011853-T1	scaffold_311	213	1073	+	861	0
CLENT_011854-T1	scaffold_311;scaffold_311;scaffold_311	2804;4251;4478	4209;4309;4872	-;-;-	1860	0
CLENT_011855-T1	scaffold_312;scaffold_312	2163;2395	2349;2720	-;-	513	0
CLENT_011856-T1	scaffold_312	3320	3895	-	576	0
CLENT_010700-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	9183;9721;9898;10032;10172	9666;9847;9984;10123;10684	-;-;-;-;-	1303	0
CLENT_010700-T2	scaffold_32;scaffold_32	9183;10172	10123;10684	-;-	1454	0
CLENT_010701-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	10700;10928;11106;11388;11616;11772	10880;11064;11346;11567;11724;11901	+;+;+;+;+;+	978	1294
CLENT_010702-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	12370;12465;12605;12784;13085;13358;13823;14061;14218;14391;14510;14688;14929;15125;15468;15766;15931;16044;16288;16531;16638;16817;16983	12405;12544;12737;13043;13306;13778;14000;14170;14334;14449;14635;14881;15079;15422;15703;15884;15993;16236;16468;16592;16765;16934;16989	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3492	2015
CLENT_010703-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	17038;17268;17589;17796;17953;18078	17220;17534;17737;17901;18026;18505	-;-;-;-;-;-	1207	0
CLENT_010703-T2	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	17038;17589;17796;17953;18078	17534;17737;17901;18026;18173	-;-;-;-;-	922	0
CLENT_010704-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	18282;18334;18448;18714;18829;19036;19569	18287;18398;18505;18779;18988;19292;19700	+;+;+;+;+;+;+	744	1298
CLENT_010705-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	19982;20090;20304;20460;20687;20834;21087;21279;21511;21693;21861	20041;20245;20411;20642;20788;21040;21227;21464;21639;21798;21964	+;+;+;+;+;+;+;+;+;+;+	1482	1022
CLENT_010706-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	22255;22682;22805;23100;23232;23423;23789;23999	22629;22747;23038;23178;23376;23748;23948;24122	-;-;-;-;-;-;-;-	1509	23132
CLENT_010707-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	24318;24582;24686;25063;25269	24528;24637;25003;25217;25368	+;+;+;+;+	840	596
CLENT_010709-T1	scaffold_32	25369	27913	-	2545	6191
CLENT_010708-T1	scaffold_32;scaffold_32;scaffold_32	25534;25752;27902	25695;26052;28400	+;+;+	962	2445
CLENT_010710-T1	scaffold_32;scaffold_32;scaffold_32	28553;28751;29160	28691;29112;29381	-;-;-	723	15731
CLENT_010711-T1	scaffold_32;scaffold_32	30796;31031	30982;31989	-;-	1146	12857
CLENT_010712-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	32364;32568;32759;32852;33043;33261;33613	32517;32707;32808;32987;33212;33561;33825	+;+;+;+;+;+;+	1164	988
CLENT_010713-T1	scaffold_32;scaffold_32	34050;34141	34085;36273	+;+	2169	12367
CLENT_010714-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32	36571;36661;36810;36966	36611;36766;36920;38294	+;+;+;+	1587	2171
CLENT_010715-T1	scaffold_32;scaffold_32;scaffold_32	38428;38691;38846	38642;38796;38997	+;+;+	473	962
CLENT_010716-T1	scaffold_32	38998	40613	-	1616	1734
CLENT_010717-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	41553;41823;42165;42400;42605;42985;43130;43216	41776;42118;42330;42547;42940;43087;43173;43453	-;-;-;-;-;-;-;-	1555	3584
CLENT_010718-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	43620;44597;44876;45062;45405;45833	44553;44828;45009;45352;45594;45915	-;-;-;-;-;-	1864	0
CLENT_010718-T2	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	43620;44597;44876;45062;45405	44553;44828;45009;45352;45915	-;-;-;-;-	2102	77
CLENT_010719-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32	46484;46669;47341;47539	46618;47292;47490;47670	+;+;+;+	1041	3171
CLENT_010720-T1	scaffold_32	48769	49965	+	1197	3837
CLENT_010721-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	56173;56263;56718;56871;57043;57213;57351;57597;59616	56205;56581;56801;56936;57156;57298;57550;59569;59788	+;+;+;+;+;+;+;+;+	3048	162
CLENT_010722-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	60326;60434;61556;61988;62836;63371;63613;64541	60384;61390;61937;62793;63322;63558;64482;64544	-;-;-;-;-;-;-;-	3753	5830
CLENT_010723-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32	64635;64796;64920;65092	64748;64867;65048;65301	-;-;-;-	525	467
CLENT_010724-T1	scaffold_32;scaffold_32;scaffold_32	65445;65667;65900	65615;65850;65934	-;-;-	390	745
CLENT_010725-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	66499;66623;66737;67134;67288;67469;67665	66575;66689;67092;67242;67428;67621;67844	+;+;+;+;+;+;+	1083	72
CLENT_010726-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	67973;68101;68221;68587;68757	68059;68174;68543;68646;68821	-;-;-;-;-	609	282
CLENT_010727-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32	68926;69349;69507;69690	69305;69458;69641;69780	+;+;+;+	716	576
CLENT_010728-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	71483;71728;71891;72382;72574;72683;72859	71671;71844;72306;72526;72630;72761;72863	-;-;-;-;-;-;-	1008	253
CLENT_010729-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	73047;73292;73405;73795;73964;74138;74433;74606;75015	73244;73351;73483;73911;74086;74379;74560;74765;75113	-;-;-;-;-;-;-;-;-	1206	22
CLENT_010730-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	75480;75746;75952;76142;76285;76551;76781;76976;77210;77352;77571;77749;77867;78138;78249;78474;78907;79007;79172;79326;79559;79980;80252	75704;75907;76087;76236;76507;76703;76926;77165;77307;77525;77694;77852;78095;78193;78423;78853;78962;79124;79246;79508;79924;80195;80326	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3759	95
CLENT_010731-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	82829;83017;83156;83295;83435;83575;83715;83855;83995;84134;84274;84414;84554;84694;84833;84973;85113;85456;85595;85734;85873;86012;86157;86379	82969;83115;83254;83393;83533;83673;83813;83953;84093;84232;84372;84512;84652;84792;84931;85071;85211;85554;85693;85832;85971;86110;86255;86381	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2322	814
CLENT_010732-T1	scaffold_32;scaffold_32	88688;88846	88715;89387	-;-	570	1
CLENT_010733-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	92063;92392;92532;92672;92811;93072;93211;93350;93644;93924;94544	92348;92490;92630;92770;92909;93170;93309;93448;93742;94490;94688	-;-;-;-;-;-;-;-;-;-;-	1790	0
CLENT_010733-T2	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	92063;92392;92532;92811;93072;93211;93350;93644;93924	92348;92490;92770;92909;93170;93309;93448;93742;94481	-;-;-;-;-;-;-;-;-	1677	0
CLENT_010734-T1	scaffold_32;scaffold_32	94676;96055	96004;96149	-;-	1424	0
CLENT_010735-T1	scaffold_32;scaffold_32;scaffold_32	94699;96800;97364	96756;97299;97671	+;+;+	2866	15718
CLENT_010737-T1	scaffold_32;scaffold_32	101212;101886	101841;102317	-;-	1062	118800
CLENT_010738-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32	102820;103124;103538;103768	103077;103486;103711;104016	-;-;-;-	1044	7890
CLENT_010739-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32	104447;104872;105109;105355	104832;105065;105309;105502	-;-;-;-	929	229
CLENT_010740-T1	scaffold_32;scaffold_32;scaffold_32	105861;106561;106691	106512;106647;106893	-;-;-	942	4958
CLENT_010741-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	107976;108190;108345;109085;109282	108149;108299;109038;109236;109411	-;-;-;-;-	1260	703
CLENT_010742-T1	scaffold_32;scaffold_32;scaffold_32	109850;110503;110633	110350;110589;110776	-;-;-	732	6910
CLENT_010743-T1	scaffold_32;scaffold_32;scaffold_32	111836;112598;112728	112555;112684;112902	-;-;-	982	2730
CLENT_010744-T1	scaffold_32;scaffold_32	113680;114368	114327;114494	-;-	775	686
CLENT_010745-T1	scaffold_32;scaffold_32	114888;115503	115449;115972	-;-	1032	5940
CLENT_010746-T1	scaffold_32;scaffold_32	116026;116216	116178;116980	+;+	918	3210
CLENT_010747-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	117534;117771;118095;118390;118686;118915;119245;119479;119708;119915;120177;120374;120782;121096;121497;121779;122038;122251;122719;123057;123548;123789;124060;124209;124449;124613;124900;125187;125883	117725;118049;118322;118629;118870;119167;119427;119649;119872;120123;120324;120736;121048;121377;121732;121992;122199;122361;123005;123498;123742;124010;124164;124385;124565;124855;125142;125824;126066	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6741	0
CLENT_010747-T2	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	117534;117771;118095;118390;118686;118915;119245;119479;119708;120177;120374;120782;121096;121497;121779;122038;122251;122719;123057;123548;123789;124060;124209;124449;124613;124900;125187;125336;125883	117725;118049;118322;118629;118870;119167;119427;119649;120123;120324;120736;121048;121377;121732;121992;122199;122361;123005;123498;123742;124019;124164;124385;124565;124855;125142;125288;125824;125963	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6642	0
CLENT_010748-T1	scaffold_32;scaffold_32	126260;126333	126288;127018	+;+	715	1346
CLENT_010749-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	127088;127152;127451;127672;128242;128625;128776;129090;129464	127109;127402;127627;128194;128582;128725;129047;129418;129643	+;+;+;+;+;+;+;+;+	2196	2412
CLENT_010750-T1	scaffold_32;scaffold_32;scaffold_32	129690;129984;130226	129941;130164;130374	-;-;-	582	412
CLENT_010751-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	130448;130510;130597;130732;130894;131007;131428	130466;130552;130684;130851;130962;131148;131646	+;+;+;+;+;+;+	700	568
CLENT_010752-T1	scaffold_32	131623	134404	+	2782	0
CLENT_010753-T1	scaffold_32	131647	134410	-	2764	0
CLENT_010754-T1	scaffold_32;scaffold_32;scaffold_32	134464;134647;134884	134601;134838;135027	-;-;-	474	1061
CLENT_010755-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	135087;135373;135572;135764;135944;136046	135315;135530;135729;135894;135993;136123	-;-;-;-;-;-	804	1454
CLENT_010756-T1	scaffold_32;scaffold_32;scaffold_32	136234;136948;137213	136905;137157;137732	-;-;-	1402	1115
CLENT_010757-T1	scaffold_32;scaffold_32	137518;138168	138117;138279	+;+	712	1330
CLENT_010758-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	138270;138552;138661;138837;138958;139081	138512;138610;138778;138910;139011;139274	-;-;-;-;-;-	742	0
CLENT_010758-T2	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	138270;138552;138837;138958;139081	138512;138778;138910;139011;139274	-;-;-;-;-	792	0
CLENT_010759-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	139300;139722;139931;140077;140336	139580;139887;140032;140279;140509	-;-;-;-;-	926	3598
CLENT_010760-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32	140763;141362;141514;141676	141321;141474;141637;141846	-;-;-;-	967	512
CLENT_010761-T1	scaffold_32	142376	143755	+	1380	14417
CLENT_010762-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	145913;146625;146844;147010;147369;147730;148046;148306	146362;146795;146960;147310;147659;148005;148221;148856	+;+;+;+;+;+;+;+	2333	3050
CLENT_010763-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	148999;149303;149465;149597;149834;150039;150222	149258;149421;149532;149784;149995;150178;150992	+;+;+;+;+;+;+	1708	0
CLENT_010763-T2	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	148999;149303;149465;149597;149834;150039;150222;150479	149258;149421;149532;149784;149995;150178;150433;150992	+;+;+;+;+;+;+;+	1663	0
CLENT_010764-T1	scaffold_32;scaffold_32;scaffold_32	151153;151357;151576	151276;151529;151674	+;+;+	396	32
CLENT_010765-T1	scaffold_32;scaffold_32	152095;152249	152160;152368	-;-	186	84
CLENT_010766-T1	scaffold_32	152410	153054	+	645	1491
CLENT_010767-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32	153757;153910;154034;154546	153868;153991;154502;154731	+;+;+;+	849	630
CLENT_010768-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32	154794;154836;155012;155186	154800;154935;155126;156823	+;+;+;+	1860	345
CLENT_010769-T1	scaffold_32	156936	157577	+	642	1178
CLENT_010770-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	158411;158618;158951;159495;159697;159930;160108;160290;160427	158567;158904;159446;159621;159876;160041;160236;160368;161540	-;-;-;-;-;-;-;-;-	2681	18122
CLENT_010771-T1	scaffold_32	161652	163041	+	1390	1390
CLENT_010772-T1	scaffold_32	163340	164913	+	1574	6417
CLENT_010773-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	167041;168524;168750;168902;169074;169653	168474;168680;168857;169027;169613;169734	-;-;-;-;-;-	2447	0
CLENT_010773-T2	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	167041;168750;168902;169074;169653	168680;168857;169027;169613;169734	-;-;-;-;-	2496	0
CLENT_010774-T1	scaffold_32;scaffold_32;scaffold_32	169822;170055;170745	170016;170532;171451	+;+;+	1380	419
CLENT_010775-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	172106;172196;172469;172661;172858;173053;173511	172143;172415;172598;172794;172998;173337;177332	+;+;+;+;+;+;+	4770	24702
CLENT_010776-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	178600;178817;180993;183353;184403	178762;180927;183211;184256;185164	+;+;+;+;+	6159	8374
CLENT_010777-T1	scaffold_32;scaffold_32;scaffold_32	185547;185840;186010	185785;185969;186146	-;-;-	506	16134
CLENT_010778-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	186203;186615;186727;186915;187095	186573;186683;186867;187031;187329	+;+;+;+;+	933	0
CLENT_010778-T2	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	186203;186367;186615;186727;186915	186319;186573;186683;186867;187329	+;+;+;+;+	949	0
CLENT_010779-T1	scaffold_32	188169	189545	+	1377	4001
CLENT_010780-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	189994;190275;190406;190546;190802	190233;190346;190494;190755;191615	+;+;+;+;+	1425	396
CLENT_010781-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	191666;191964;192172;192336;193870;194232;194916;195050;195317;195463	191912;192121;192287;193823;194186;194861;195004;195274;195416;195570	-;-;-;-;-;-;-;-;-;-	3478	4037
CLENT_010782-T1	scaffold_32;scaffold_32	195682;196897	196841;197256	-;-	1520	0
CLENT_010782-T2	scaffold_32	195682	197256	-	1575	0
CLENT_010783-T1	scaffold_32	198970	199275	-	306	891
CLENT_010784-T1	scaffold_32;scaffold_32	199879;200947	200891;201118	-;-	1185	32
CLENT_010785-T1	scaffold_32;scaffold_32;scaffold_32	203329;203683;203848	203644;203793;205021	+;+;+	1601	3844
CLENT_010786-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32	205043;205161;205234;205764	205110;205191;205713;205925	+;+;+;+	741	8719
CLENT_010787-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	206042;206293;206441;206598;206700	206246;206384;206538;206670;206705	-;-;-;-;-	474	299
CLENT_010788-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32;scaffold_32	206837;206905;207037;207118;207216;207474;207689;207851	206861;206993;207075;207177;207434;207641;207803;207921	+;+;+;+;+;+;+;+	786	389
CLENT_010789-T1	scaffold_32;scaffold_32	208350;209620	209572;209689	-;-	1293	1316
CLENT_010790-T1	scaffold_32;scaffold_32;scaffold_32;scaffold_32	211072;211191;211367;211556	211149;211320;211510;211851	+;+;+;+	648	2
CLENT_010791-T1	scaffold_32	211589	213472	-	1884	1533
CLENT_010792-T1	scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33;scaffold_33	4227;4288;4433;4580;4828;4967;5106;5245;5384;5523;5912;6050;6189;6328;6467;6606;6745;6884;7028	4244;4386;4531;4669;4926;5065;5204;5343;5482;5621;6010;6148;6287;6426;6565;6704;6843;6982;7168	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1833	57
